item_id,question_id,domain,subcategory,difficulty,empirical_hardness,empirical_hardness_obs,empirical_accuracy,answer_type,question_text,participant_answer,participant_confidence,notes
HB_EXP1_0482,temporal_v2_temporal_paradoxes_0040,temporal,temporal_paradoxes,,1.0,5,0.0,short_text,A woman claims she is 28 years old and has been a professional athlete for 10 years. Is this possible?,"No, she would have been 18 years old when she became a professional athlete.",0.71,
HB_EXP1_0483,temporal_v2_ordering_events_0001,temporal,ordering_events,,1.0,13,0.0,short_text,"In what order did the following events occur: the launch of the first iPhone (2007), the release of the first iPad (2010), and the introduction of Apple Pay (2014)?","the launch of the first iPhone (2007), the release of the first iPad (2010), the introduction of Apple Pay (2014)",0.71,
HB_EXP1_0484,temporal_v2_temporal_paradoxes_0047,temporal,temporal_paradoxes,,1.0,12,0.0,short_text,A person has a 2-gallon bucket and a 3-gallon bucket. How can he measure exactly 2 gallons of water using only these two buckets?,"Fill the 3-gallon bucket and pour it into the 2-gallon bucket until the 2-gallon bucket is full, leaving 1 gallon in the 3-gallon bucket. Empty the 2-gallon bucket and fill it with the remaining 1 gallon from the 3-gallon bucket, then fill the 2-gallon bucket again.",0.71,
HB_EXP1_0485,temporal_v2_ordering_events_0003,temporal,ordering_events,,1.0,13,0.0,short_text,"Which event occurred before the others: first launch of the space shuttle (1981), first Apple computer release (1976), and first Sony Walkman release (1979)?",first Apple computer release,0.71,
HB_EXP1_0486,temporal_v2_temporal_paradoxes_0048,temporal,temporal_paradoxes,,1.0,5,0.0,short_text,"A boy is 4 years older than his sister. Three years ago, he was 3 years older than his sister. How is this possible?","His sister is currently 1 year old, and he is 5 years old. Three years ago, he was 2 years old, and his sister was not yet born, but if we consider his age 3 years ago and her age now, he would have been 1 year older than her current age, but if we consider his age 3 years ago and her age 3 years ago (when she was -2 years old), he would have been 4 years older than her age 3 years ago.",0.71,
HB_EXP1_0487,temporal_v2_ordering_events_0001,temporal,ordering_events,,1.0,13,0.0,short_text,"What was the order of these events: the first flight of the Wright brothers (1903), the end of World War I (1918), and the first human spaceflight (1961)?",The first flight of the Wright brothers and the end of World War I both occurred before the first human spaceflight.,0.71,
HB_EXP1_0488,temporal_v2_temporal_paradoxes_0044,temporal,temporal_paradoxes,,1.0,11,0.0,short_text,"A snail is at the bottom of a 8-foot well. Each day, it climbs up 2 feet. How many days will it take for the snail to reach the top of the well?",4 days,0.71,
HB_EXP1_0489,temporal_v2_ordering_events_0003,temporal,ordering_events,,1.0,13,0.0,short_text,"Which event occurred before the others: first human spaceflight (1961), first American in space (1961), and first woman in space (1963)?",first human spaceflight and first American in space,0.71,
HB_EXP1_0490,temporal_v2_temporal_paradoxes_0044,temporal,temporal_paradoxes,,1.0,11,0.0,short_text,"A snail is at the bottom of a 12-foot well. Each day, it climbs up 4 feet. How many days will it take for the snail to reach the top of the well?",3 days,0.71,
HB_EXP1_0491,temporal_v2_ordering_events_0001,temporal,ordering_events,,1.0,13,0.0,short_text,"What was the order of these events: the release of the first iPhone (2007), the first Mars rover landing (2004), and the first SpaceX launch (2006)?",The first Mars rover landing occurred before the first SpaceX launch and the release of the first iPhone.,0.71,
HB_EXP1_0492,temporal_v2_temporal_paradoxes_0046,temporal,temporal_paradoxes,,1.0,5,0.0,short_text,"A person is 1 year older than his sister. In 2 years, he will be twice as old as his sister. How is this possible?","His sister is currently 1 year old, and he is 2 years old. In 2 years, he will be 4 years old, and his sister will be 3 years old, so he won't be twice as old as his sister; consider his sister is 0 years old, and he is 1 year old. In 2 years, he will be 3 years old, and his sister will be 2 years old, so he won't be twice as old as his sister; consider his sister is 0 years old, and he is 0 years old. In 2 years, he will be 2 years old, and his sister will be 2 years old, so he won't be twice as old as his sister; consider his sister is 0 years old, and he is 2 years old. In 2 years, he will be 4 years old, and his sister will be 2 years old, so he will be twice as old as his sister.",0.71,
HB_EXP1_0493,temporal_v2_ordering_events_0003,temporal,ordering_events,,1.0,13,0.0,short_text,"Which event occurred before the others: first Nobel Prize ceremony (1901), first Pulitzer Prize ceremony (1917), and first Grammy Awards ceremony (1959)?",first Nobel Prize ceremony,0.71,
HB_EXP1_0494,temporal_v2_temporal_paradoxes_0041,temporal,temporal_paradoxes,,1.0,11,0.0,short_text,A small book and a pencil together cost $0.80. The book costs $0.60 more than the pencil. How is this possible?,The pencil costs $0.10 and the book costs $0.70.,0.71,
HB_EXP1_0495,temporal_v2_ordering_events_0001,temporal,ordering_events,,1.0,13,0.0,short_text,"What was the order of these events: the publication of the first Harry Potter book (1997), the end of the Yugoslav Wars (2001), and the release of the first Star Wars film (1977)?",The release of the first Star Wars film and the publication of the first Harry Potter book both occurred before the end of the Yugoslav Wars.,0.71,
HB_EXP1_0496,temporal_v2_temporal_paradoxes_0042,temporal,temporal_paradoxes,,1.0,11,0.0,short_text,A man has two coins that add up to 5 cents. One coin is not a nickel. What are the two coins?,One coin is 4 pennies and the other coin is a penny.,0.71,
HB_EXP1_0497,temporal_v2_ordering_events_0003,temporal,ordering_events,,1.0,13,0.0,short_text,"In what order did the following events occur: the first American in space (1961), the first test-tube baby birth (1978), and the first Apple computer launch (1977)?","the first American in space (1961), the first Apple computer launch (1977), the first test-tube baby birth (1978)",0.71,
HB_EXP1_0498,temporal_v2_temporal_paradoxes_0040,temporal,temporal_paradoxes,,1.0,5,0.0,short_text,"A woman is 2 years older than her niece. Three years ago, she was 5 years older than her niece. How is this possible?","Let's say the niece's age three years ago was x. Then the woman's age three years ago was x + 5. Now the woman's age is x + 5 + 3, and the niece's age is x + 3. So now the woman is x + 5 + 3, and the niece is x + 3, which means the woman is 2 years older than her niece (x + 5 + 3 = x + 8, x + 8 - x - 3 = 5, but since the niece is 3 years older now, and the woman is 5 years older now, then 5 - 3 = 2).",0.71,
HB_EXP1_0499,temporal_v2_ordering_events_0002,temporal,ordering_events,,0.9230769230769231,13,0.07692307692307693,short_text,"Which came first: first email sent (1971), first cell phone call made (1973), or first IBM PC released (1981)?",first email sent,0.71,
HB_EXP1_0500,temporal_v2_temporal_paradoxes_0043,temporal,temporal_paradoxes,,1.0,11,0.0,short_text,A woman has two children. One is a boy. What are the odds that the other child is a boy?,50% or 1 in 2,0.71,
HB_EXP1_0501,temporal_v2_ordering_events_0002,temporal,ordering_events,,0.9230769230769231,13,0.07692307692307693,short_text,"Which came first: first manned Moon landing (1969), first heart transplant (1967), or first Apple computer released (1976)?",first heart transplant,0.71,
HB_EXP1_0502,temporal_v2_temporal_paradoxes_0040,temporal,temporal_paradoxes,,1.0,5,0.0,short_text,"A woman is 3 years older than her daughter. Two years ago, she was 5 years older than her daughter. How is this possible?","Let's say the daughter's age two years ago was x. Then the woman's age two years ago was x + 5. Now the woman's age is x + 5 + 2, and the daughter's age is x + 2. So now the woman is x + 5 + 2, and the daughter is x + 2, which means the woman is 3 years older than her daughter (x + 5 + 2 = x + 7, x + 7 - x - 2 = 5, but since the daughter is 2 years older now, and the woman is 5 years older now, then 5 - 2 = 3).",0.71,
HB_EXP1_0503,temporal_v2_ordering_events_0006,temporal,ordering_events,,0.9230769230769231,13,0.07692307692307693,short_text,"What was the order of these events: first episode of 'The Simpsons' aired (1989), Tim Berners-Lee invented the World Wide Web (1990), and first text message sent (1992)?","first episode of 'The Simpsons' aired, then Tim Berners-Lee invented the World Wide Web, and first text message sent",0.71,
HB_EXP1_0504,temporal_v2_temporal_paradoxes_0042,temporal,temporal_paradoxes,,1.0,11,0.0,short_text,A woman has two coins that add up to 10 cents. One coin is not a penny. What are the two coins?,One coin is a nickel and the other coin is a nickel.,0.71,
HB_EXP1_0505,temporal_v2_ordering_events_0002,temporal,ordering_events,,0.9230769230769231,13,0.07692307692307693,short_text,"Which came first: first Broadway musical (1866), first jazz recording (1917), or first rock and roll song (1955)?",first Broadway musical,0.71,
HB_EXP1_0506,temporal_v2_temporal_paradoxes_0042,temporal,temporal_paradoxes,,1.0,11,0.0,short_text,A person says they got married in 1995 and started dating in 2005. Is this possible?,No,0.71,
HB_EXP1_0507,temporal_v2_ordering_events_0006,temporal,ordering_events,,0.9230769230769231,13,0.07692307692307693,short_text,"What was the order of these events: IBM introduces the first PC (1981), first Apple iPod released (2001), and Human Genome Project completed (2003)?","IBM introduces the first PC, then first Apple iPod released, then Human Genome Project completed",0.71,
HB_EXP1_0508,temporal_v2_temporal_paradoxes_0041,temporal,temporal_paradoxes,,1.0,11,0.0,short_text,A tree was planted in 2010 and a picture of it was taken in 2005. Is this possible?,"No, the tree would not have existed yet in 2005.",0.71,
HB_EXP1_0509,temporal_v2_ordering_events_0002,temporal,ordering_events,,0.9230769230769231,13,0.07692307692307693,short_text,"Which came first: first commercial jet airliner flight (1952), first successful polio vaccine (1952), or first American in space (1961)?",first commercial jet airliner flight and first successful polio vaccine,0.71,
HB_EXP1_0510,temporal_v2_temporal_paradoxes_0017,temporal,temporal_paradoxes,,1.0,10,0.0,short_text,"A teacher states that a school play occurred 3 days ago, and it was exactly 1 day after another play. Is it possible that the second play occurred 4 days ago?","Yes, if the first play occurred 3 days ago and the second play occurred 1 day before that, then the second play occurred 4 days ago.",0.71,
HB_EXP1_0511,temporal_v2_ordering_events_0002,temporal,ordering_events,,0.9230769230769231,13,0.07692307692307693,short_text,"Which came first: first robotic spacecraft to land on Mars (1971), first robotic spacecraft to land on Venus (1966), or first human to walk on the Moon (1969)?",first robotic spacecraft to land on Venus,0.71,
HB_EXP1_0512,temporal_v2_temporal_paradoxes_0042,temporal,temporal_paradoxes,,1.0,11,0.0,short_text,A musician says they released their debut album in 1980 and started recording in 1990. Is this possible?,No,0.71,
